"","sireID","damID","crossPattern"
"651","S840F4_001_3","S840F4_029_1","Within"
"652","S840F4_002_3","S840F4_029_1","Within"
"653","S840F4_055_3","S840F4_029_1","Within"
"654","S840F4_115_1","S840F4_029_1","Within"
"655","S840F4_065_1","S840F4_029_1","Within"
"656","S840F4_145_3","S840F4_029_1","Within"
"657","S840F4_019_1","S840F4_029_1","Within"
"658","S840F4_008_3","S840F4_029_1","Within"
"659","S840F4_018_3","S840F4_029_1","Within"
"660","S840F4_053_3","S840F4_029_1","Within"
"661","S840F4_017_2","S840F4_029_1","Within"
"662","S840F4_146_1","S840F4_029_1","Within"
"663","S840F4_023_3","S840F4_029_1","Within"
"664","S840F4_048_1","S840F4_029_1","Within"
"665","S840F4_042_3","S840F4_029_1","Within"
"666","S840F4_029_1","S840F4_029_1","Selfing"
"667","S827F4_065_1","S840F4_033_1","Across"
"668","S827F4_124_3","S840F4_033_1","Across"
"669","S827F4_057_2","S840F4_033_1","Across"
"670","S827F4_009_1","S840F4_033_1","Across"
"671","S827F4_051_2","S840F4_033_1","Across"
"672","S827F4_055_2","S840F4_033_1","Across"
"673","S827F4_008_1","S840F4_033_1","Across"
"674","S827F4_096_3","S840F4_033_1","Across"
"675","S827F4_013_2","S840F4_033_1","Across"
"676","S827F4_016_1","S840F4_033_1","Across"
"677","S827F4_047_3","S840F4_033_1","Across"
"678","S827F4_157_1","S840F4_033_1","Across"
"679","S827F4_075_2","S840F4_033_1","Across"
"680","S827F4_162_2","S840F4_033_1","Across"
"681","S827F4_155_1","S840F4_033_1","Across"
"682","S827F4_156_2","S840F4_033_1","Across"
"683","S827F4_084_3","S840F4_033_1","Across"
"684","S827F4_099_2","S840F4_033_1","Across"
"685","S827F4_081_2","S840F4_033_1","Across"
"686","S827F4_120_2","S840F4_033_1","Across"
"687","S840F4_001_3","S840F4_033_1","Within"
"688","S840F4_002_3","S840F4_033_1","Within"
"689","S840F4_055_3","S840F4_033_1","Within"
"690","S840F4_115_1","S840F4_033_1","Within"
"691","S840F4_065_1","S840F4_033_1","Within"
"692","S840F4_145_3","S840F4_033_1","Within"
"693","S840F4_019_1","S840F4_033_1","Within"
"694","S840F4_008_3","S840F4_033_1","Within"
"695","S840F4_018_3","S840F4_033_1","Within"
"696","S840F4_053_3","S840F4_033_1","Within"
"697","S840F4_017_2","S840F4_033_1","Within"
"698","S840F4_146_1","S840F4_033_1","Within"
"699","S840F4_023_3","S840F4_033_1","Within"
"700","S840F4_048_1","S840F4_033_1","Within"
"701","S840F4_042_3","S840F4_033_1","Within"
"702","S840F4_029_1","S840F4_033_1","Within"
"703","S840F4_033_1","S840F4_033_1","Selfing"
"704","S827F4_065_1","S840F4_123_3","Across"
"705","S827F4_124_3","S840F4_123_3","Across"
"706","S827F4_057_2","S840F4_123_3","Across"
"707","S827F4_009_1","S840F4_123_3","Across"
"708","S827F4_051_2","S840F4_123_3","Across"
"709","S827F4_055_2","S840F4_123_3","Across"
"710","S827F4_008_1","S840F4_123_3","Across"
"711","S827F4_096_3","S840F4_123_3","Across"
"712","S827F4_013_2","S840F4_123_3","Across"
"713","S827F4_016_1","S840F4_123_3","Across"
"714","S827F4_047_3","S840F4_123_3","Across"
"715","S827F4_157_1","S840F4_123_3","Across"
"716","S827F4_075_2","S840F4_123_3","Across"
"717","S827F4_162_2","S840F4_123_3","Across"
"718","S827F4_155_1","S840F4_123_3","Across"
"719","S827F4_156_2","S840F4_123_3","Across"
"720","S827F4_084_3","S840F4_123_3","Across"
"721","S827F4_099_2","S840F4_123_3","Across"
"722","S827F4_081_2","S840F4_123_3","Across"
"723","S827F4_120_2","S840F4_123_3","Across"
"724","S840F4_001_3","S840F4_123_3","Within"
"725","S840F4_002_3","S840F4_123_3","Within"
"726","S840F4_055_3","S840F4_123_3","Within"
"727","S840F4_115_1","S840F4_123_3","Within"
"728","S840F4_065_1","S840F4_123_3","Within"
"729","S840F4_145_3","S840F4_123_3","Within"
"730","S840F4_019_1","S840F4_123_3","Within"
"731","S840F4_008_3","S840F4_123_3","Within"
"732","S840F4_018_3","S840F4_123_3","Within"
"733","S840F4_053_3","S840F4_123_3","Within"
"734","S840F4_017_2","S840F4_123_3","Within"
"735","S840F4_146_1","S840F4_123_3","Within"
"736","S840F4_023_3","S840F4_123_3","Within"
"737","S840F4_048_1","S840F4_123_3","Within"
"738","S840F4_042_3","S840F4_123_3","Within"
"739","S840F4_029_1","S840F4_123_3","Within"
"740","S840F4_033_1","S840F4_123_3","Within"
"741","S840F4_123_3","S840F4_123_3","Selfing"
"742","S827F4_065_1","S840F4_139_3","Across"
"743","S827F4_124_3","S840F4_139_3","Across"
"744","S827F4_057_2","S840F4_139_3","Across"
"745","S827F4_009_1","S840F4_139_3","Across"
"746","S827F4_051_2","S840F4_139_3","Across"
"747","S827F4_055_2","S840F4_139_3","Across"
"748","S827F4_008_1","S840F4_139_3","Across"
"749","S827F4_096_3","S840F4_139_3","Across"
"750","S827F4_013_2","S840F4_139_3","Across"
"751","S827F4_016_1","S840F4_139_3","Across"
"752","S827F4_047_3","S840F4_139_3","Across"
"753","S827F4_157_1","S840F4_139_3","Across"
"754","S827F4_075_2","S840F4_139_3","Across"
"755","S827F4_162_2","S840F4_139_3","Across"
"756","S827F4_155_1","S840F4_139_3","Across"
"757","S827F4_156_2","S840F4_139_3","Across"
"758","S827F4_084_3","S840F4_139_3","Across"
"759","S827F4_099_2","S840F4_139_3","Across"
"760","S827F4_081_2","S840F4_139_3","Across"
"761","S827F4_120_2","S840F4_139_3","Across"
"762","S840F4_001_3","S840F4_139_3","Within"
"763","S840F4_002_3","S840F4_139_3","Within"
"764","S840F4_055_3","S840F4_139_3","Within"
"765","S840F4_115_1","S840F4_139_3","Within"
"766","S840F4_065_1","S840F4_139_3","Within"
"767","S840F4_145_3","S840F4_139_3","Within"
"768","S840F4_019_1","S840F4_139_3","Within"
"769","S840F4_008_3","S840F4_139_3","Within"
"770","S840F4_018_3","S840F4_139_3","Within"
"771","S840F4_053_3","S840F4_139_3","Within"
"772","S840F4_017_2","S840F4_139_3","Within"
"773","S840F4_146_1","S840F4_139_3","Within"
"774","S840F4_023_3","S840F4_139_3","Within"
"775","S840F4_048_1","S840F4_139_3","Within"
"776","S840F4_042_3","S840F4_139_3","Within"
"777","S840F4_029_1","S840F4_139_3","Within"
"778","S840F4_033_1","S840F4_139_3","Within"
"779","S840F4_123_3","S840F4_139_3","Within"
"780","S840F4_139_3","S840F4_139_3","Selfing"
"781","S827F4_065_1","S840F4_126_1","Across"
"782","S827F4_124_3","S840F4_126_1","Across"
"783","S827F4_057_2","S840F4_126_1","Across"
"784","S827F4_009_1","S840F4_126_1","Across"
"785","S827F4_051_2","S840F4_126_1","Across"
"786","S827F4_055_2","S840F4_126_1","Across"
"787","S827F4_008_1","S840F4_126_1","Across"
"788","S827F4_096_3","S840F4_126_1","Across"
"789","S827F4_013_2","S840F4_126_1","Across"
"790","S827F4_016_1","S840F4_126_1","Across"
"791","S827F4_047_3","S840F4_126_1","Across"
"792","S827F4_157_1","S840F4_126_1","Across"
"793","S827F4_075_2","S840F4_126_1","Across"
"794","S827F4_162_2","S840F4_126_1","Across"
"795","S827F4_155_1","S840F4_126_1","Across"
"796","S827F4_156_2","S840F4_126_1","Across"
"797","S827F4_084_3","S840F4_126_1","Across"
"798","S827F4_099_2","S840F4_126_1","Across"
"799","S827F4_081_2","S840F4_126_1","Across"
"800","S827F4_120_2","S840F4_126_1","Across"
"801","S840F4_001_3","S840F4_126_1","Within"
"802","S840F4_002_3","S840F4_126_1","Within"
"803","S840F4_055_3","S840F4_126_1","Within"
"804","S840F4_115_1","S840F4_126_1","Within"
"805","S840F4_065_1","S840F4_126_1","Within"
"806","S840F4_145_3","S840F4_126_1","Within"
"807","S840F4_019_1","S840F4_126_1","Within"
"808","S840F4_008_3","S840F4_126_1","Within"
"809","S840F4_018_3","S840F4_126_1","Within"
"810","S840F4_053_3","S840F4_126_1","Within"
"811","S840F4_017_2","S840F4_126_1","Within"
"812","S840F4_146_1","S840F4_126_1","Within"
"813","S840F4_023_3","S840F4_126_1","Within"
"814","S840F4_048_1","S840F4_126_1","Within"
"815","S840F4_042_3","S840F4_126_1","Within"
"816","S840F4_029_1","S840F4_126_1","Within"
"817","S840F4_033_1","S840F4_126_1","Within"
"818","S840F4_123_3","S840F4_126_1","Within"
"819","S840F4_139_3","S840F4_126_1","Within"
"820","S840F4_126_1","S840F4_126_1","Selfing"
